Date,Title,Review_Text,Product,Rating
"April 18, 2020",Great Tv for family room.,"This tv goes great in our family room.
I love how easy it is to use. I love that we don't need anymore devices.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"June 19, 2020",DOA,Dead on arrival. Just kept restarting over and over. Called TCL customer service and they said it needed to be replaced.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"June 16, 2020",Total waste,Got tv home and it doesn't work.. Big hassle and walmart is basically doing the bare minimum to make things right,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"April 21, 2020",Really Great Picture!,The television is easy to use and the picture quality is great. We have had no issues with the television.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 30, 2020",audio connections,Not really a review but can you connect this to a sound system? I have an older Bose 123 that I love.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 16, 2020",Great picture quality and user friendliness,This is our second TCL tv and they both are worth it. I will continue to recommend to my friends and family!,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 23, 2020",Great TV,I have 2 Roku TVs a 40 and 55 inch. I love all the apps you can download. Picture quality is very good. Love my Roku TVs. I highly recommend.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"June 14, 2020",Fair,It's a 65 inch I don't care for the color nor the volume that it has you have to have the volume set at 70 or higher to hear it sometimes,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",3.0
"April 19, 2020",Great TV,"We have been very happy with this TV, the picture quality is great and the integrated Roku has been so convenient, we went and bought a second one.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 24, 2020",Great tv pfect nothing wrong,Great tv always works perfect only thing maybe update the Hulu app it hard trying to skip episode other than that amazing,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 18, 2020",Great tv for the price!,I bought my Roku TCL 65 inch tv about 2 months ago. Great picture and sound. Very easy to set up and navigate.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 24, 2020",none,Pretty fast delivery. Easy set up. The only problem I had was putting the TV on the wall but over all good tv just takes time getting use to it.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 23, 2020",Great buy for the price.,"Great picture. Easy to operate. Doesnt have great sound, so we need a soundbar. I love the TV for price we paid.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 19, 2020",Great tv for the money.,Great tv. Enjoy the clear picture. Easy to setup. Easy to navigate. Lots of different apps to choose from.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 19, 2020",none,Excellent tv great price easy and great to use need a new tv with all the streaming channels this is the one thanks,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"June 20, 2020",As a second TV,"Picture is average,Roku is good,but the wifi could be stronger but as a second TV it does it's job.Need a cheap sound bar.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 27, 2020",Loved it....,I loved this TV. I've only had it about 9 months. Within the past week I noticed a white line going through the bottom of the TV.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",4.0
"April 26, 2020",Remote isn't great,The volume and mute buttons are on the side of a very small remote and the placement and curve make it difficult to utilize.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 18, 2020",none,Great TV for the price...picture is good app selection is also good ... Easy to set up and use. All in all a good value.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"June 20, 2020",Great picture,"Has a great picture, easy to set up and works fine so far The legs are so wide that we had to buy a table stand","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 20, 2020",quality of product,The product is a higher quality than one would think for the price it has all Roku features. it is easy to set up and get what you wish to use on it.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 19, 2020",Great deal!,Really great quality and good price! Would definitely buy again and have recommended to family and they purchased one!,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"June 5, 2020",Great TV for the money!,"great TV on a budget. Love that Roku is built in, easy set up and very nice picture. Best TV for the money by far!","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 20, 2020",Excellent value,User interface is seamless and the ability to pause live broadcast makes this a great value and product for our home and our lifestyle.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 18, 2020",Great Tv,Great television. Especially for the price. Has more options then some of the more expensive brands.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 21, 2020",Best for less,"Excellent quality, I am using the TCL to replace my old monitor of my computer, the screen is good and one the best things the price.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 28, 2020",none,We love this TV the fact that just about any app I can access through my TV and makes it that much better.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 26, 2020","Great picture, amazing options","I really like my tv, it's been about 6 weeks. The options are amazing and the picture is fantastic. My only complaint is the remote isn't infrared.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",4.0
"April 18, 2020",Great TV,"I have never had a smart tv before, and for my first one this was awesome! Easy to use, set up, and the picture quality and sound are great!","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"May 4, 2020","Great value, great quality!","TCL Roku 65” TV was easy to set up, has a great picture and good sound! Very happy with this new TV.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 19, 2020",none,This is our first smart tv and we love it. We would recommend yjis tv to anyone. Easy to use. East to install. Love it!!!,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"February 18, 2020",awesome tv,i bought this tv 2 years ago no problems so far great picture. i still see they have them almost $200 bucks less now and will be buying one for the man cave summers coming up.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"March 4, 2020",My first Smart TV,"It meets all of my needs and expectations. I am not a tech geek or gamer so my opinion may not mean much to those who are. But I think it's a great tv. I have it conected to cable, was easy to set up. Was also easy to conncet to WiFi.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"January 5, 2020","TCL 43"" TV",My son loves his new TV. He told me he needed a big TV because he's going to be five. We love all the channels for children and how well the picture looks.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"January 30, 2020",Low cost/High quality 4K TV,Budget TV -- but with amazing picture and features makes this an outstanding value. We already had one and decided to get another for 2019 holidays (previous one nearly two years old and like-new in every way).,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"January 30, 2020",none,I like that I'm able to move it myself.Its not to heavy.Itwas easy to get help to set it up.They give easy instructions.I like that I can use the internet and an antenna.The picture is very good.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"January 4, 2020",Pixels messing up thru screen,Purchased less than a month ago. The pixels are messing up. Top left corner then it will do ok then pixels middle of screen messing up. I understand good price but quality not even a month of having Not very well at all.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"March 21, 2020",Great Buy for the Money.,Volume is great. This is the 4th same exact TV we have purchased. I will continue to buy these.. First one bought on a black friday sale due to the price. Great Buy,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 5, 2020",Donât spend a ton on another brand,Super clear and crisp coloring. Volume works fantastically. Great price for the size as well and really easy to set up if youâve never owned a roku tv - its really comparable to other top brands,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"January 13, 2020",none,we got this tv as a gift for my stepdaughter. We were not able to use the TV unless we signed up for a roku account for 100.00 additional dollars. NOT HAPPY!!!!,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"March 3, 2020",Not 65”,A nice tv but be aware the actual TV is not really 65” the box is. The actual size of the TV is 57” when I measured with a measuring tape. I'm pretty bummed.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",3.0
"February 25, 2020",Love it,It was simple to set up. All the different Aps require subscriptions. But still cheaper then cable. Still can't mirror from Tablet and iPhone to Tv.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",4.0
"April 2, 2020",Wasn't worth the hype,Had the tv for 9 days and had to return it. There was a spot on the screen and the hdmi ports didn't work very well and it change all the colors inverted. Very disappointing,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"December 15, 2019",So far so good,"So far I've had it for a lil less than a full week but no complaints yet. Picture quality is better than I thought it would, quick and easy set up. It was a good buy.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",4.0
"February 18, 2020",none,"The brightness control is very poor. There are 3 preset settings; i.e., low, medium, high. The high setting is really dark. The remote control is not very functional.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",2.0
"February 21, 2020",Love it,Amazing picture. Volume is fantastic. I have a 55 inch. I was going to get a 65inch. But this 55 feels just as big. The price is great. Will buy again (if I have to replace any of the other TVs in my house),"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 5, 2020",avoid this brand,"the box says that this is a HDR and 120hz refresh rate TV, as do the specs on Walmart's app. it is neither of these things. I'm not sure how this can be advertised as something it isnt.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"January 27, 2020",Great TV,The demos in the store did no justice. It looks fantastic in my living room and performs wonderfully. The Roku functionality is great. Absolutely no complaints especially for the price.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"December 22, 2019",none,"I bought this 65""tcl for christmas, overall I love the picture and the apps, The reason i gave it 3 stars is because of the audio sync lag on channels, if there is a fix i would give it 5 stars","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",3.0
"March 5, 2020",Pick another brand!,Sound quality is horrible! You can hear a static like sound when there is a lot of movement and talking on whatever you are watching. The lighting on the tv is bad no matter how much we messed with it. Returned to the store!,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"March 16, 2020",Recommend this TV,"Picture perfect. Signing in is a pain. you have to choose your way of receiving your signal and then sign in. Otherwise, it is a great deal at a great price.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"February 20, 2020","Great TV, very satisfied.","Ordered online, TV arrived in perfect condition 2 days later. Easy setup, great picture. Only complaint, the protective film on the frame was taped to the screen. Hard to get off because I was afraid of damaging the screen. Would buy again.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"March 21, 2020",Perfect TV,"Fantastic buy. I absolutely love this tv. It's got a fantastic picture, very clear and colors are vibrant and true. Its smart and has all the latest options, plus easy to control and operate. Definitely a great buy.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"February 27, 2020",Great for the price,Great price for a 4K Roku Sound is a bit muffled? Don't know why they did that? Add a sound bar if it is in a big room. Picture is good and high def is too. Great lower price entry 4K,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",4.0
"January 13, 2020",DO NOT BUY!!!!!!!!!,Had the tv for 2 month can hear sound but tv is black currently jumpjng through hoops for them to honor their warranty. Do not buy!! I have never had so many issues with a tv i had to exchange the first one and now this.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"March 11, 2020",Great!,"These are great TVâs. We have a 43â that weâve had for 7 years with no problems, so we bought the 55â for another room in the house! Will definitly buy again when needed.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"January 15, 2020",none,I like this TV. The HD affects are great. The only thing I do not like is that I have to use two remotes instead of the one with my cable service. If anybody can tell me how to only use one I would be very grateful.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"February 7, 2020",Great deal and a great tv,This tv is everything. Has a great price picture and sound. Really pleasantly surprised with this. Already has Netflix and all the streaming stuff built in so no roku. Highly recommend.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"February 14, 2020",The Best TV (BUT NOW),The Best TV I Ever found on Walmart for Xbox gamers this TV is for you With it's 3840x2160p@120hz this TV is best for those who have a Xbox 1 or 1 X Other than That Best TV to buy for 219$ Not Refurbished or Pre-owned AWESOME TOTALLY BUYING THIS TV,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"January 26, 2020",This is garbage workmanship,"DONT BUY, screan goes out after 1 year and 1 month. Oh sorry sir your just tough crap outta luck. That's basically what the tech said. WARNING DO NOT BUY TCL 55 inch TV.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"December 14, 2019",Outstanding TV,"So far, so good. I've only had the TV about three weeks now. However, it's showing a very outstanding picture, was very easy to set up everything and connect to my Wi-Fi. I'm very pleased with the product and would recommend it to anyone.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"December 17, 2019",Love my TCL,I LOVE this television. It has all the ports I need. More than any others that I looked at. It's easy to set up and navigate. The picture and sound is great. This is my second TCL TV purchase. I would recommend them to anyone.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"January 7, 2020",Love the TCL smart TV.,This TV is great. Great picture and super easy to use. Love the simple remote and the way that the viewing options (channels) are listed in ROKU style. Terrific price during Christmas. I would buy another.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"December 26, 2019","TCL 65"" TV","I just returned our samsung tv, because of a defect. We decided to go with the TCL tv and I have to say the picture and sound is so much better. I love this TV!!","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"January 30, 2020",Internet connection PROBLEM but great television.,The only complaint I have is that sometimes the internet or Wi-Fi will buffers on this television when all my other televisions work but otherwise the picture is beautiful and I've had it for almost 6 months now and no problems,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",4.0
"February 18, 2020",none,This is the second one I've bought in one year I kept on having to put it in the shop I got a warranty on this one I hope I have better luck with this one,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",2.0
"February 11, 2020",Great Roku TV,"Good clear picture, like that it's a Roku - the way they integrate streaming channels with the TV inputs, especially antenna TV, makes our cable-free lifestyle a lot more enjoyable","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",4.0
"February 3, 2020",Great TV for the price.,Bought this tv for my bedroom. Got it all set up and was pleasantly surprised at the picture and sound quality. I would definitely recommend this tv to others.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"December 28, 2019",Not too sure,I purchased this TV 6 weeks ago. Some of the stations mouths don't match the timing of the words. Like an old translation Chinese film. I have the same cable on all my TV's. This is the only one with this problem.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",3.0
"February 11, 2020","No Issues, Thinking about buying another.","Only had this about 3 weeks. Great picture, Great Sound, very lightweight. Kid plays xbox one on it and loves it. Superbowl looked and sounded great. For $260 it's a great deal.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"January 13, 2020",They come in broken,When I got it in it was completely broken got a replacement one and that came in broken I want a tv not a refund and both of then came in broken and they wont send one not broken,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"September 28, 2020",Trash,"Junk,sound went out after a few months. No won't cut on. Picture sucks as well not 4k","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"August 23, 2020",TVL 65 inch,Great TV. - And for the money. Wow!,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"September 4, 2020",DO NOT BUY!!,The audio goes out after a couple years. The company knows this and will do nothing to fix it.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"September 5, 2020",none,Its the price and quality,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",4.0
"August 17, 2020",Excellent,This was so good I bought a 2nd for my son,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"August 22, 2020",none,Nice tv but the picture isnt very clear and it could be brighter. Also the sound could be louder.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",3.0
"September 23, 2020",Junk,Tv junk my 720p does better than this spend a few extra and go to Best Buy,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"September 12, 2020",Remote broke after only one week.,"Tv is working well. But, the volume button on the remote does not work after only one week.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",3.0
"August 24, 2019",Don't buy! Extended warranty is a farce!,"Tv just over a year old, no picture. 3 weeks after the tv crashed and still not a word from your extended warranty when replacement will ship! 3 weeks!?","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"February 4, 2019",Black screen,This tv brand lasted 1 year and 1 month. 2 hours before the Superbowl the tv screen went black. You could still hear everything but not see anything..,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"June 18, 2020",Audio,The audio is good but I would recommend a soundbar there are fairly cheap ones like the onn soundbar which comes with a subwoofer for $99 thats a good price highly recommended also go to eBay you can get it cheaper,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"August 7, 2020",none,"Bought this tv for our daughter for her 1st apartment at college. Got to her apartment opened the box and it has no legs, no remote and bo instructions. So disappionted","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"May 9, 2020",great buy,Great TV body busy at first That was supposed to be in 4k and wasn't the Vizio did not work with my Xbox One X in 4K the TCL works great has a great picture and a great price TCL definitely got me as a buyer,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"June 24, 2020",Will require a Roku subscription,Five stars is for TV price and quality I purchased this as a gift for my mom she had the hardest time setting it up because they wanted her to have a subscription for Roku and tried to lock the tv,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"July 20, 2020",Sloq,I have not taken out of box yet. It took so long to get here so I have to set up again for some one to take out box and hang. Have to do review at later date.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",3.0
"July 10, 2020",frustrated,"TV is 2yrs old half the TV is darker than other half. warranty just expired. I have a tv much older than this no problems. I wish I did more research looks like alot of people are having issues with TCL, Roku TV's","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"May 13, 2020",Remote sucks,I bought this tv a couple months ago and its a good tv only issue i have is the sound and the remote signal is weak . You have to be close and i mean close to change the channel or turn sound up !,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",3.0
"July 9, 2020",Tv died a little after warranty ended.,1 year and 4 months later my tv died snd eont turn back on im out of warranty.. coinsidence I think YES. Cheap for a reason. You will shell out $$ buying these.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"August 20, 2019",none,"This TV sucks! mine died in 3 years, 2months. Extended warranty expired by two months. Don't let them tell you that the 3 yr extended warranty starts after the 1 year manufacturers warranty ends, it doesn't! so for the first year you have double coverage. Really only getting a two year warranty.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"January 10, 2019",A great buy.,"For the price you can't beat this TV. I have the 65 in 4k one. It's bright and loud. my parents often struggle with anything related to technology. They both can use the remote and interface with the apps, spectrum, DVD, and Netflix with no issues. I was blown away with how simple the user interface is. You can use YouTube to watch videos from your phone to the TV. I would buy this again.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"February 15, 2019",Best Tv for price,"I did a lot of research before buying this TV, read online reviews from different sites, compared this TV against others similar to it in stores and came to the conclusion that this one by far had one of the best pictures and sound and had the the best price for an entry level TV of this type. Once I bought and got it home I was able to mount on my TV stand by myself (not that heavy) and setup was a breeze, just follow on line instructions. The only drawback I have found so far is this TV did not come with an owners/users manual had to search online to find one. With that aside I do recommend this TV to anyone that is looking to upgrade to a 4K and larger TV, you want be disappointed.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"July 8, 2019",Genuinely impressed,"So, maybe I have poor vision, because I had a bunch of people tell me that this wasn't ""good 4K"" picture, but when I got it home, this is hands down the best picture of any TV I've ever owned. It's crisp, bright, and mesmerizing. I've always deemed 4K unnecessary, so I've never thought about getting one. My family still uses box TVs and this is the first 4K we've ever had it is awesome. I had a couple of 4K movies online, so I did a picture test and to my surprise, I could see a difference in picture between HD and UHD. Definitely would recommend this TV","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"March 28, 2019",Don't last long,"TV does not last long. For the first 11 months, the TV works great with a very nice Picture. Then, 1 week ago Netflix and Amazon Prime movies started becoming all Pixelated, so I started to use playstation to watch smart tv Apps. Now, I woke up this morning and TV will NOT turn on at all. After looking at the numerous bad reviews on here from people who all have issues around the 1 year mark, I have a feeling this TV is not a good deal unless you want a temporary tv.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"April 6, 2019",Beware don't buy!,"Do not buy this tv! I purchased this tv on 01/20/18 and it stopped working on 03/28/19. It was outside its warranty and they told me it might be a backlight issue so bring it to a local repair shop since you are outside your warranty. After I was being told they would repair it. If you do plan to buy it still, buy the extended warranty!","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"March 11, 2019",False advertisement,The tv looks nice but when setting it up roku is Trying to charge you $89 to use the smart part of the television we never got past the Roku part so we retuned the tv we have roku box on one of are tvs already and never paid no sign up fee also if Tcl tv is going to charge Itâs customers that it should be stated on the box on the manual was on the TV screen it all states free no activation charge no charge to you but then Roku wants to charge you $89 because it would not let you set up the television so i do not Recommend the television and if youâre already paying cable Internet fees you donât need additional $89 activation fee thatâs only going to last for five years Per Roku oh yeah roku also called back and tried to offer us $20 off the $89 we still said no,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"April 9, 2020",Great buy,Great deal on a great TV. It is loaded with features and so easy to use.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"June 21, 2020",Product size is wrong!,"43"" my hynie! When measured it is 38"" ! Some one owes me 5"", that's what I paid for!","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",2.0
"June 20, 2020",Love,I love my tv its was everything I expected,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 23, 2020",NICE PRICE AND TV,Caught it on sale and is a great value.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"May 11, 2020",TCL tv,Great tv especially for the price!,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 18, 2020",none,I like being able to download the apps such as Pandora and YouTube.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 16, 2020",Great Smart Tv for the price,"Highly recommended. Dollar for dollar, can't be beat!","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 29, 2020",Totally worth it!,This tv is a steal for the price. Great quality that doesn't break the bank!,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"June 24, 2020",Thank,I would not choose another one but this one I love it,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 18, 2020",Great price,"Great TV
ever had a problem","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 19, 2020",Great TV at a great price,"It's a great tv, easy to use","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 23, 2020",Great television,It's a great tv and easy to use and understand for us older people.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"May 13, 2020",none,Very nice tv and a great price,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 28, 2020",GREAT PICTURE & EASY TO OPERATE,THE T.V. WAS A GREAT VALUE. EVERYTHING WAS AS SHOWN ON THE FLOOR MODEL. VERY IMPRESSED!!,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 18, 2020",Great tv,"Easy to use, many options, cable free","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 24, 2020",easy use,I am not tech savvy but it was very easy to set up,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 22, 2020",Easy to set up and operate,Love this TV I set it up myself and love the romote control we made an excellant choice!!!,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"June 14, 2020",TV 55 inch,Tv came exactly on time !!!Walmart sent me out an email beautiful Tv,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"June 22, 2020",none,so simple to set up. The picture and sound is excelent,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"May 16, 2020",Great TV,"Very satisfied, great picture and easy operation","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 23, 2020",none,great tv for a great price. Easy to switch from cable TV to Roku,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 18, 2020",Good quality and price,This TV is a good deal for anyone looking for a bigger TV at a good price,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 16, 2020",I would rather not give a review. I've said all I,The five TCLs that I own were bought at different times. The last one 6 month ago.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 20, 2020",none,Great picture. nice quality set. great list of movies and shows.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"June 24, 2020",none,Is not the 4K resolution I was hopping for.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",3.0
"April 30, 2020",none,My tcl has great picture quality and sound,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"June 8, 2020",TCL 65 4K Ultra HD,its been a year since i bought this tv and so far so good,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 18, 2020",none,Best tv I've ever had besides the remote is way to small and hard to keep up with,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",4.0
"April 28, 2020",none,Great for anyone young and old to use!,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"June 14, 2020",none,worse tv ever didn't even have it 2 year and screen went black,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",2.0
"April 20, 2020",Great,We have told a lot of people to buy Roku TV's,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"July 2, 2020",none,A great TV for the price!,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 21, 2020",Awesome!,Great Tv for the price! Sound isn't the best but overall its a great buy!,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 23, 2020",none,"Great price, good quality would recommend.","TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"June 29, 2020",A must have ! Great price,Great tv for a great price! I was trying to give it A 5 star review but it didnt let me,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",1.0
"April 28, 2020",Love this tv,Great picture and love the integrated Roku,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
"April 20, 2020",Great price. Great quality.,I got mine for $292 including tax. The price was great and the quality is awesome. I love my tv.,"TCL 75"" Class 4K UHD LED Roku Smart TV 4 Series 75S421",5.0
